快速碼,商品代號,商品名稱,款式號碼,商品條碼,國際條碼,主供應商名稱,大分類代號,大分類名稱,年度,季節,成本幣別代號,未稅標準成本,含稅標準成本,銷貨幣別代號,未稅標準定價,含稅標準定價
32337,323GN37,B0323｜綠色 37｜抗菌涼感高透氣機能針織休閒鞋,B0323,70036,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32338,323GN38,B0323｜綠色 38｜抗菌涼感高透氣機能針織休閒鞋,B0323,70044,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32339,323GN39,B0323｜綠色 39｜抗菌涼感高透氣機能針織休閒鞋,B0323,69988,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32340,323GN40,B0323｜綠色 40｜抗菌涼感高透氣機能針織休閒鞋,B0323,69996,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32341,323GN41,B0323｜綠色 41｜抗菌涼感高透氣機能針織休閒鞋,B0323,70004,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32342,323GN42,B0323｜綠色 42｜抗菌涼感高透氣機能針織休閒鞋,B0323,70012,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32335,323BL35,B0323｜藍色 35｜抗菌涼感高透氣機能針織休閒鞋,B0323,70014,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32336,323BL36,B0323｜藍色 36｜抗菌涼感高透氣機能針織休閒鞋,B0323,70022,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32337,323BL37,B0323｜藍色 37｜抗菌涼感高透氣機能針織休閒鞋,B0323,70030,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32338,323BL38,B0323｜藍色 38｜抗菌涼感高透氣機能針織休閒鞋,B0323,70038,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32339,323BL39,B0323｜藍色 39｜抗菌涼感高透氣機能針織休閒鞋,B0323,69982,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32340,323BL40,B0323｜藍色 40｜抗菌涼感高透氣機能針織休閒鞋,B0323,69990,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32341,323BL41,B0323｜藍色 41｜抗菌涼感高透氣機能針織休閒鞋,B0323,69998,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32342,323BL42,B0323｜藍色 42｜抗菌涼感高透氣機能針織休閒鞋,B0323,70006,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32935,329WT35,B0329｜白色 35｜抗菌涼感飛織懶人休閒鞋,B0329,102660,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32936,329WT36,B0329｜白色 36｜抗菌涼感飛織懶人休閒鞋,B0329,71585,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32937,329WT37,B0329｜白色 37｜抗菌涼感飛織懶人休閒鞋,B0329,71591,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32938,329WT38,B0329｜白色 38｜抗菌涼感飛織懶人休閒鞋,B0329,71597,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32939,329WT39,B0329｜白色 39｜抗菌涼感飛織懶人休閒鞋,B0329,71561,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32940,329WT40,B0329｜白色 40｜抗菌涼感飛織懶人休閒鞋,B0329,71567,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32941,329WT41,B0329｜白色 41｜抗菌涼感飛織懶人休閒鞋,B0329,71573,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32942,329WT42,B0329｜白色 42｜抗菌涼感飛織懶人休閒鞋,B0329,71579,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32935,329GYG35,B0329｜灰綠 35｜抗菌涼感飛織懶人休閒鞋,B0329,102662,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32936,329GYG36,B0329｜灰綠 36｜抗菌涼感飛織懶人休閒鞋,B0329,71587,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32937,329GYG37,B0329｜灰綠 37｜抗菌涼感飛織懶人休閒鞋,B0329,71593,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32938,329GYG38,B0329｜灰綠 38｜抗菌涼感飛織懶人休閒鞋,B0329,71599,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32939,329GYG39,B0329｜灰綠 39｜抗菌涼感飛織懶人休閒鞋,B0329,71563,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32940,329GYG40,B0329｜灰綠 40｜抗菌涼感飛織懶人休閒鞋,B0329,71569,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32941,329GYG41,B0329｜灰綠 41｜抗菌涼感飛織懶人休閒鞋,B0329,71575,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32942,329GYG42,B0329｜灰綠 42｜抗菌涼感飛織懶人休閒鞋,B0329,71581,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32935,329MBK35,B0329｜混黑 35｜抗菌涼感飛織懶人休閒鞋,B0329,74541,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32936,329MBK36,B0329｜混黑 36｜抗菌涼感飛織懶人休閒鞋,B0329,71583,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32937,329MBK37,B0329｜混黑 37｜抗菌涼感飛織懶人休閒鞋,B0329,71589,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32938,329MBK38,B0329｜混黑 38｜抗菌涼感飛織懶人休閒鞋,B0329,71595,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32939,329MBK39,B0329｜混黑 39｜抗菌涼感飛織懶人休閒鞋,B0329,71559,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32940,329MBK40,B0329｜混黑 40｜抗菌涼感飛織懶人休閒鞋,B0329,71565,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32941,329MBK41,B0329｜混黑 41｜抗菌涼感飛織懶人休閒鞋,B0329,71571,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32942,329MBK42,B0329｜混黑 42｜抗菌涼感飛織懶人休閒鞋,B0329,71577,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32935,329BK35,B0329｜黑色 35｜抗菌涼感飛織懶人休閒鞋,B0329,102661,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32936,329BK36,B0329｜黑色 36｜抗菌涼感飛織懶人休閒鞋,B0329,71586,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32937,329BK37,B0329｜黑色 37｜抗菌涼感飛織懶人休閒鞋,B0329,71592,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32938,329BK38,B0329｜黑色 38｜抗菌涼感飛織懶人休閒鞋,B0329,71598,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32939,329BK39,B0329｜黑色 39｜抗菌涼感飛織懶人休閒鞋,B0329,71562,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32940,329BK40,B0329｜黑色 40｜抗菌涼感飛織懶人休閒鞋,B0329,71568,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32941,329BK41,B0329｜黑色 41｜抗菌涼感飛織懶人休閒鞋,B0329,71574,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32942,329BK42,B0329｜黑色 42｜抗菌涼感飛織懶人休閒鞋,B0329,71580,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32935,329DRD35,B0329｜暗紅 35｜抗菌涼感飛織懶人休閒鞋,B0329,102658,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32936,329DRD36,B0329｜暗紅 36｜抗菌涼感飛織懶人休閒鞋,B0329,71582,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32937,329DRD37,B0329｜暗紅 37｜抗菌涼感飛織懶人休閒鞋,B0329,71588,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32938,329DRD38,B0329｜暗紅 38｜抗菌涼感飛織懶人休閒鞋,B0329,71594,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32939,329DRD39,B0329｜暗紅 39｜抗菌涼感飛織懶人休閒鞋,B0329,71558,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32940,329DRD40,B0329｜暗紅 40｜抗菌涼感飛織懶人休閒鞋,B0329,71564,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32941,329DRD41,B0329｜暗紅 41｜抗菌涼感飛織懶人休閒鞋,B0329,71570,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32942,329DRD42,B0329｜暗紅 42｜抗菌涼感飛織懶人休閒鞋,B0329,71576,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32935,329GPK35,B0329｜鮭粉 35｜抗菌涼感飛織懶人休閒鞋,B0329,102659,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32936,329GPK36,B0329｜鮭粉 36｜抗菌涼感飛織懶人休閒鞋,B0329,71584,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32937,329GPK37,B0329｜鮭粉 37｜抗菌涼感飛織懶人休閒鞋,B0329,71590,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32938,329GPK38,B0329｜鮭粉 38｜抗菌涼感飛織懶人休閒鞋,B0329,71596,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32939,329GPK39,B0329｜鮭粉 39｜抗菌涼感飛織懶人休閒鞋,B0329,71560,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32940,329GPK40,B0329｜鮭粉 40｜抗菌涼感飛織懶人休閒鞋,B0329,71566,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32941,329GPK41,B0329｜鮭粉 41｜抗菌涼感飛織懶人休閒鞋,B0329,71572,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
32942,329GPK42,B0329｜鮭粉 42｜抗菌涼感飛織懶人休閒鞋,B0329,71578,,同宏,B,BONJOUR鞋全系列,,,NTD,476.19,500,NTD,"1,029","1,080"
33035,330CC35,B0330｜可可 35｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33036,330CC36,B0330｜可可 36｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33037,330CC37,B0330｜可可 37｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33038,330CC38,B0330｜可可 38｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33039,330CC39,B0330｜可可 39｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33040,330CC40,B0330｜可可 40｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33041,330CC41,B0330｜可可 41｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33042,330CC42,B0330｜可可 42｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33035,330WT35,B0330｜白色 35｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33036,330WT36,B0330｜白色 36｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33037,330WT37,B0330｜白色 37｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33038,330WT38,B0330｜白色 38｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33039,330WT39,B0330｜白色 39｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33040,330WT40,B0330｜白色 40｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33041,330WT41,B0330｜白色 41｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33042,330WT42,B0330｜白色 42｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33035,330GY35,B0330｜灰色 35｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33036,330GY36,B0330｜灰色 36｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33037,330GY37,B0330｜灰色 37｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33038,330GY38,B0330｜灰色 38｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33039,330GY39,B0330｜灰色 39｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33040,330GY40,B0330｜灰色 40｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33041,330GY41,B0330｜灰色 41｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33042,330GY42,B0330｜灰色 42｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33035,330BK35,B0330｜黑色 35｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33036,330BK36,B0330｜黑色 36｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33037,330BK37,B0330｜黑色 37｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33038,330BK38,B0330｜黑色 38｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33039,330BK39,B0330｜黑色 39｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33040,330BK40,B0330｜黑色 40｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33041,330BK41,B0330｜黑色 41｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33042,330BK42,B0330｜黑色 42｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33035,330ND35,B0330｜裸色 35｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,A,鞋材襪款,,,NTD,589.52,619,NTD,"1,600","1,680"
33036,330ND36,B0330｜裸色 36｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,A,鞋材襪款,,,NTD,589.52,619,NTD,"1,600","1,680"
33037,330ND37,B0330｜裸色 37｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,A,鞋材襪款,,,NTD,589.52,619,NTD,"1,600","1,680"
33038,330ND38,B0330｜裸色 38｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,A,鞋材襪款,,,NTD,589.52,619,NTD,"1,600","1,680"
33039,330ND39,B0330｜裸色 39｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,A,鞋材襪款,,,NTD,589.52,619,NTD,"1,600","1,680"
33040,330ND40,B0330｜裸色 40｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33041,330ND41,B0330｜裸色 41｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33042,330ND42,B0330｜裸色 42｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33035,330BGY35,B0330｜藍色 35｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33036,330BGY36,B0330｜藍色 36｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33037,330BGY37,B0330｜藍色 37｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33038,330BGY38,B0330｜藍色 38｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33039,330BGY39,B0330｜藍色 39｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33040,330BGY40,B0330｜藍色 40｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33041,330BGY41,B0330｜藍色 41｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33042,330BGY42,B0330｜藍色 42｜240g輕量零負擔減壓休閒鞋,B0330,,,慶皇,B,BONJOUR鞋全系列,,,NTD,589.52,619,NTD,"1,600","1,680"
33535,335WT35,B0335｜白色 35｜AIR減壓氣墊護理師機能工作鞋,B0335,89105,,同宏,B,BONJOUR鞋全系列,,,NTD,686.67,721,NTD,"1,695","1,780"
33536,335WT36,B0335｜白色 36｜AIR減壓氣墊護理師機能工作鞋,B0335,89106,,同宏,B,BONJOUR鞋全系列,,,NTD,686.67,721,NTD,"1,695","1,780"
33537,335WT37,B0335｜白色 37｜AIR減壓氣墊護理師機能工作鞋,B0335,89107,,同宏,B,BONJOUR鞋全系列,,,NTD,686.67,721,NTD,"1,695","1,780"
33538,335WT38,B0335｜白色 38｜AIR減壓氣墊護理師機能工作鞋,B0335,89108,,同宏,B,BONJOUR鞋全系列,,,NTD,686.67,721,NTD,"1,695","1,780"
33539,335WT39,B0335｜白色 39｜AIR減壓氣墊護理師機能工作鞋,B0335,89101,,同宏,B,BONJOUR鞋全系列,,,NTD,686.67,721,NTD,"1,695","1,780"
33540,335WT40,B0335｜白色 40｜AIR減壓氣墊護理師機能工作鞋,B0335,89102,,同宏,B,BONJOUR鞋全系列,,,NTD,686.67,721,NTD,"1,695","1,780"
33541,335WT41,B0335｜白色 41｜AIR減壓氣墊護理師機能工作鞋,B0335,89103,,同宏,B,BONJOUR鞋全系列,,,NTD,686.67,721,NTD,"1,695","1,780"
33542,335WT42,B0335｜白色 42｜AIR減壓氣墊護理師機能工作鞋,B0335,89104,,同宏,B,BONJOUR鞋全系列,,,NTD,686.67,721,NTD,"1,695","1,780"
338225,338GY225,B0338｜灰色 22.5｜3way日常基本低跟樂福鞋,B0338,70074,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338235,338GY235,B0338｜灰色 23.5｜3way日常基本低跟樂福鞋,B0338,70082,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33823,338GY23,B0338｜灰色 23｜3way日常基本低跟樂福鞋,B0338,70106,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338245,338GY245,B0338｜灰色 24.5｜3way日常基本低跟樂福鞋,B0338,70090,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33824,338GY24,B0338｜灰色 24｜3way日常基本低跟樂福鞋,B0338,70114,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338255,338GY255,B0338｜灰色 25.5｜3way日常基本低跟樂福鞋,B0338,70098,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33825,338GY25,B0338｜灰色 25｜3way日常基本低跟樂福鞋,B0338,70122,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33826,338GY26,B0338｜灰色 26｜3way日常基本低跟樂福鞋,B0338,70130,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338225,338MIC225,B0338｜杏色 22.5｜3way日常基本低跟樂福鞋,B0338,70072,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338235,338MIC235,B0338｜杏色 23.5｜3way日常基本低跟樂福鞋,B0338,70080,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33823,338MIC23,B0338｜杏色 23｜3way日常基本低跟樂福鞋,B0338,70104,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338245,338MIC245,B0338｜杏色 24.5｜3way日常基本低跟樂福鞋,B0338,70088,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33824,338MIC24,B0338｜杏色 24｜3way日常基本低跟樂福鞋,B0338,70112,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338255,338MIC255,B0338｜杏色 25.5｜3way日常基本低跟樂福鞋,B0338,70096,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33825,338MIC25,B0338｜杏色 25｜3way日常基本低跟樂福鞋,B0338,70120,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33826,338MIC26,B0338｜杏色 26｜3way日常基本低跟樂福鞋,B0338,70128,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338225,338BAO225,B0338｜豹紋 22.5｜3way日常基本低跟樂福鞋,B0338,70076,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338235,338BAO235,B0338｜豹紋 23.5｜3way日常基本低跟樂福鞋,B0338,70084,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33823,338BAO23,B0338｜豹紋 23｜3way日常基本低跟樂福鞋,B0338,70108,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338245,338BAO245,B0338｜豹紋 24.5｜3way日常基本低跟樂福鞋,B0338,70092,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33824,338BAO24,B0338｜豹紋 24｜3way日常基本低跟樂福鞋,B0338,70116,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338255,338BAO255,B0338｜豹紋 25.5｜3way日常基本低跟樂福鞋,B0338,70100,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33825,338BAO25,B0338｜豹紋 25｜3way日常基本低跟樂福鞋,B0338,70124,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33826,338BAO26,B0338｜豹紋 26｜3way日常基本低跟樂福鞋,B0338,70132,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338225,338DRD225,B0338｜酒紅 22.5｜3way日常基本低跟樂福鞋,B0338,70077,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338235,338DRD235,B0338｜酒紅 23.5｜3way日常基本低跟樂福鞋,B0338,70085,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33823,338DRD23,B0338｜酒紅 23｜3way日常基本低跟樂福鞋,B0338,70109,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338245,338DRD245,B0338｜酒紅 24.5｜3way日常基本低跟樂福鞋,B0338,70093,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33824,338DRD24,B0338｜酒紅 24｜3way日常基本低跟樂福鞋,B0338,70117,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
338255,338DRD255,B0338｜酒紅 25.5｜3way日常基本低跟樂福鞋,B0338,70101,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33825,338DRD25,B0338｜酒紅 25｜3way日常基本低跟樂福鞋,B0338,70125,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
33826,338DRD26,B0338｜酒紅 26｜3way日常基本低跟樂福鞋,B0338,70133,,慶皇,B,BONJOUR鞋全系列,,,NTD,600,630,NTD,"1,600","1,680"
